"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8167524","30087722515004951000000000U5","CAFETARIA SNACK KIMBERLY",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","BOULEVARD","ADOLFO RUIZ CORTINES","CALLE","MARTIN TORRES","CALLE","MELQUIADES RUIZ","AVENIDA","PRIMERO DE MAYO","0","SN",,,"0",,"COLONIA","ADOLFO LOPEZ MATEOS",,,,"91020","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","1105","027",,,,"Fijo","19.54650718","-96.93500446","2019-11"
"8590470","30011722515000171000000000U4","CAFETERA SIN NOMBRE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","NARANJOS","CALLEJON","NINGUNO","PRIVADA","NINGUNO","CALLE","BENITO JUÁREZ",,"SN",,,,,"COLONIA","CENTRO",,,,"95269","30","VERACRUZ DE IGNACIO DE LA LLAVE","011","Alvarado","0003","Antón Lizardo","0274","004",,,,"Fijo","19.05677346","-95.99745583","2019-11"
"4300293","30044722515000121000000000U0","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","14-A","CALLE","TREINTA Y CINCO","AVENIDA","SEIS","AVENIDA","SEIS","0","SN","MERCADO PUBLICO","PLANTA BAJA","657",,"COLONIA","AGUSTIN MILLAN","MERCADO PUBLICO","MERCADO LA ISLA","657","94649","30","VERACRUZ DE IGNACIO DE LA LLAVE","044","Córdoba","0001","Córdoba","0326","006",,,,"Fijo","18.88534015","-96.92157642","2014-12"
"4258280","30004722513000111010000000U0","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","IGNACIO ALLENDE","CALLE","GUADALUPANA","CALLE","JUAN ESCUTIA","CALLE","SAN FRANCISCO DE ASÍS",,"SN",,,,,"COLONIA","CENTRO",,,,"91480","30","VERACRUZ DE IGNACIO DE LA LLAVE","004","Actopan","0001","Actopan","0231","009",,,,"Fijo","19.50652928","-96.61962776","2014-12"
"4421789","30193722219014541000000000U7","CAFETERIA","SOCIEDAD EDUCATIVA DE LAS AMERICAS SC","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","INGENIERO ERNESTO DOMINGUEZ AGUIRRE","AVENIDA","CRISTOBAL COLON","AVENIDA","GEORGE WASHINGTON","CALLE","ANTONIO DE MENDOZA","111",,,,"0","1","FRACCIONAMIENTO","REFORMA",,,,"91919","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0472","007",,"IINFO@CUHM.EDU.MX","WWW.CUHHM.EDU.MX","Fijo","19.17374806","-96.12201078","2010-07"
"4462248","30039722515000691000000000U2","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","BELLAVISTA","CALLE","ANTONIO M. DE RIVERA","CALLE","JOSE AZUETA","CALLE","JUVENTINO ROSAS","2000",,,,,,"COLONIA","PUERTO MEXICO",,,,"96510","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","Coatzacoalcos","0001","Coatzacoalcos","003A","046",,,,"Fijo","18.14910199","-94.44548035","2010-07"
"4280984","30071722513000521010000000U9","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","GIRASOLES SUR","CALLE","DIECISEIS","AVENIDA","MIGUEL HIDALGO Y COSTILLA","AVENIDA","LIBRAMIENTO","1","LOTE",,,,,"COLONIA","CENTENARIO",,,,"94108","30","VERACRUZ DE IGNACIO DE LA LLAVE","071","Huatusco","0001","Huatusco de Chicuellar","0075","007",,,,"Fijo","19.15840405","-96.9746915","2014-12"
"8818160","30155722515000301000000000U2","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","CRISTOBAL COLON","CALLE","5 DE FEBRERO","CALLE","16 DE SEPTIEMBRE","PEATONAL","PEATONAL DEL GANADO","0","SN",,,"0",,"COLONIA","TANTOYUCA CENTRO",,,,"92122","30","VERACRUZ DE IGNACIO DE LA LLAVE","155","Tantoyuca","0001","Tantoyuca","0607","010",,,,"Fijo","21.35506541","-98.2261432","2019-11"
"4311449","30193722515000702001000000U2","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","JAZMIN","CALLE","LAS ROSAS","CALLE","TULIPANES","CALLE","LAS ROSAS","218",,,,,,"COLONIA","U H ADOLFO RUIZ CORTINEZ",,,,"91770","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","1485","002",,,,"Fijo","19.20644796","-96.16845766","2014-12"
"9154347","30115722330000051000000000U1","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","BENITO JUAREZ","CALLE","NICOLAS BRAVO","CALLE","MANUEL LERDO","AVENIDA","COLÓN",,"SN",,,,,"COLONIA","CENTRO",,,,"94720","30","VERACRUZ DE IGNACIO DE LA LLAVE","115","Nogales","0001","Nogales","0067","033",,,,"Fijo","18.81786841","-97.16302755","2019-11"
"8342690","30044722515001421000000000U3","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","TRES","CALLE","DIEZ","CALLE","OCHO","AVENIDA","CINCO","606",,,,,,"COLONIA","SAN JOSE",,,,"94500","30","VERACRUZ DE IGNACIO DE LA LLAVE","044","Córdoba","0001","Córdoba","0044","004",,,,"Fijo","18.89653767","-96.93847974","2019-11"
"4317052","30193722513009111010000000U2","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","DOCE","CALLE","VELAZQUEZ DE LA CADENA","CALLE","CARLOS CRUZ","CALLE","TRECE","1675",,,,,"1","COLONIA","POCITOS Y RIVERA",,,,"91729","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0275","027",,,,"Fijo","19.18046919","-96.15269255","2014-12"
"4352856","30189722212000441000000000U9","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","PRIVADA","PRIVADA DE GALEANA","CALLE","GALEANA","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","GALEANA","88",,,,,,"COLONIA","AZTECA",,,,"92820","30","VERACRUZ DE IGNACIO DE LA LLAVE","189","Tuxpan","0001","Túxpam de Rodríguez Cano","0198","054","7831470790",,,"Fijo","20.96056574","-97.41605537","2010-07"
"7333272","30032722515000261000000000U9","CAFETERIA","CASA DEL CAFE ","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","MALECON","CALLE","2 DE ABRIL","CALLE","MARIANO ABASOLO","CALLE","FRANCISCO I. MADERO","0","SN",,,"0",,"COLONIA","CATEMACO CENTRO",,,,"95870","30","VERACRUZ DE IGNACIO DE LA LLAVE","032","Catemaco","0001","Catemaco","0077","014",,,,"Fijo","18.41758236","-95.11249141","2019-11"
"4477057","30087722219008501000000000U3","CAFETERIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","JORGE SERDAN NORTE","CALLE","ENCANTO","CALLE","FERROCARRIL INTEROCEANICO","CALLE","JORGE SERDAN","32",,,,,,"COLONIA","EL MIRADOR",,,,"91170","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","0094","007",,,,"Fijo","19.54026142","-96.90924704","2010-07"
"9024482","30193722515003931000000000U4","CAFETERIA  SON - CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","CUAUHTEMOC NORTE","CALLE","MIGUEL ÁNGEL DE QUEVEDO","CALLE","COLLADO","CALLEJON","7 DE JUNIO","4576","A",,,,,"COLONIA","P.  ORTIZ RUBIO",,,,"91750","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","035A","011",,,,"Fijo","19.17854747","-96.14002663","2019-11"
"8130169","30030722515000251000000000S4","CAFETERIA  YO  CEREZA CAFE","CAFE SALESTI SA DE CV","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","MIGUEL HIDALGO","CALLE","FCO I. MADERO","CALLE","B. DOMINGUEZ","AVENIDA","JOSÉ MARÍA MORELOS",,"SN",,,,,"COLONIA","CENTRO",,,,"94740","30","VERACRUZ DE IGNACIO DE LA LLAVE","030","Camerino Z. Mendoza","0001","Ciudad Mendoza","0176","012",,,,"Fijo","18.80457525","-97.18055721","2019-11"
"7976767","30013722515000071000000000U2","CAFETERIA & SNACKS MAFERS",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","JUSTO SIERRA","CALLE","16 DE SEPTIEMBRE","CALLE","VICENTE GUERRERO","CALLE","NARANJOS","26","SN",,,"0","26","COLONIA","AMERICANA",,,,"92320","30","VERACRUZ DE IGNACIO DE LA LLAVE","013","Naranjos Amatlán","0001","Naranjos","0067","027",,,,"Fijo","21.34975019","-97.68715128","2019-11"
"8788928","30043722518000051000000000U5","CAFETERIA 11-11",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","BENITO JUAREZ","CALLE","MOCTEZUNMA","CALLE","VICENTE GUERRERO","CALLE","VICENTE GUERRERO",,"SN",,,,,"LOCALIDAD","SAN JOSE",,,,"94210","30","VERACRUZ DE IGNACIO DE LA LLAVE","043","Comapa","0003","Boca del Monte","0102","014",,,,"Fijo","19.15378972","-96.83452976","2019-11"
"7764245","30168722515000022000000000U7","CAFETERIA 2 SIN NOMBRE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","AVENIDA","LINDAVISTA","CALLE","NINGUNO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"BARRIO","ZACATLAMANCA",,,,"94840","30","VERACRUZ DE IGNACIO DE LA LLAVE","168","Tequila","0001","Tequila","0056","010",,,,"Semifijo","18.72491064","-97.07466143","2019-11"
"7764246","30168722515000031000000000U8","CAFETERIA 3 SIN NOMBRE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","LINDAVISTA","CALLE","NINGUNO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"BARRIO","ZACATLAMANCA",,,,"94840","30","VERACRUZ DE IGNACIO DE LA LLAVE","168","Tequila","0001","Tequila","0056","010",,,,"Semifijo","18.72488407","-97.07460463","2019-11"
"7967939","30143722515000141000000000U8","CAFETERIA ABUELITA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","PASCUAL TIBURCIO","CALLE","CRISTOBAL COLON","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","ÁLVARO OBREGÓN","29",,,,,,"COLONIA","SANTIAGO TUXTLA CENTRO",,,,"95839","30","VERACRUZ DE IGNACIO DE LA LLAVE","143","Santiago Tuxtla","0081","Tres Zapotes","024A","004",,,,"Fijo","18.46673874","-95.43780227","2019-11"
"9000799","30087722515002711000000000U5","CAFETERIA ABUELITA MI CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","LAZARO CARDENAS","CALLE","SUR 2","CALLE","NORTE OCHO","CALLE","PONIENTE 4","0","SN",,,"0",,"COLONIA","HEROES FERROCARRILERA",,,,"91120","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","1143","037",,,,"Fijo","19.55523603","-96.91490056","2019-11"
"9047624","30044722515001311000000000U6","CAFETERIA ACEREJE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","19","AVENIDA","3","AVENIDA","5","CALLE","17","312",,,,,,"COLONIA","CENTRO",,,,"94500","30","VERACRUZ DE IGNACIO DE LA LLAVE","044","Córdoba","0001","Córdoba","0114","002","2711528192",,,"Fijo","18.88839293","-96.92969999","2019-11"
"4260018","30102722514000561010000000U6","CAFETERIA ADO",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","BOULEVARD","ALFINIO FLORES BELTRAN","CALLE","TERRENO DE NARANJAL","CALLE","CALLE A LA UNIVERSIDAD DEL GOLFO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","ADOLFO RUIZ CORTINES",,,,"93600","30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0266","057",,,,"Fijo","20.07024118","-97.06282587","2014-12"
"7887639","30087722515003531000000000U6","CAFETERIA ALDEA COOK",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","ALFARO","CALLE","PIPILA","CALLE","POETA JESUS DIAZ","CALLE","PÍPILA","165",,,,,,"COLONIA","CENTRO",,,,"91000","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","015A","029","2283558828",,,"Fijo","19.5349032","-96.92035852","2019-11"
"7624880","30125722515000052000000000U4","CAFETERIA ALFA Y OMEGA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","SANCHEZ LOYO","PEATONAL","NINGUNO","AVENIDA","PRINCIPAL","PEATONAL","NINGUNO","400",,,,"0",,"COLONIA","CENTRO",,,,"94970","30","VERACRUZ DE IGNACIO DE LA LLAVE","125","Paso del Macho","0001","Paso del Macho","010A","002",,,,"Fijo","18.97026952","-96.72229838","2019-11"
"7415038","30125722517000121000000000U3","CAFETERIA AMERICA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","ANCHA","AVENIDA","ÚRSULO GALVAN","AVENIDA","2 DE ABRIL","CALLE","GUERRERO",,"SN",,,,,"COLONIA","12 DE OCTUBRE",,,,"94970","30","VERACRUZ DE IGNACIO DE LA LLAVE","125","Paso del Macho","0001","Paso del Macho","010A","019",,,,"Fijo","18.96763361","-96.72067963","2019-11"
"8492386","30026722515000111000000000U8","CAFETERIA AMOR",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","BENITO JUAREZ","ANDADOR","BENITO JUAREZ","CALLE","BENITO JUAREZ","AVENIDA","BENITO JUÁREZ","77",,,,,,"COLONIA","LOMAS DE HIDALGO",,,,"91300","30","VERACRUZ DE IGNACIO DE LA LLAVE","026","Banderilla","0001","Banderilla","0027","005",,,,"Fijo","19.58981599","-96.94440459","2019-11"
"8023123","30030722515000331000000000U4","CAFETERIA AMOR AL ARTE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","16 DE SEPTIEMBRE","AVENIDA","2     IGNACIO ZARAGOZA","AVENIDA","1   MIGUEL HIDALGO","OTRO (ESPECIFIQUE)","NINGUNO",,"SN",,,,,"COLONIA","CENTRO",,,,"94740","30","VERACRUZ DE IGNACIO DE LA LLAVE","030","Camerino Z. Mendoza","0001","Ciudad Mendoza","0176","008","2721883487","ROSAMAGAGA84@HOTMAIL.COM",,"Fijo","18.8058956","-97.17720245","2019-11"
"4294453","30118722515000461000000000U2","CAFÉTERIA AMOR AMOR",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","ORIENTE 4","CALLE","SUR 11","CALLE","SUR 9","AVENIDA","ORIENTE 6","473",,,,,,"COLONIA","CENTRO",,,,"94300","30","VERACRUZ DE IGNACIO DE LA LLAVE","118","Orizaba","0001","Orizaba","0196","009","2721596493",,,"Fijo","18.84804154","-97.10063687","2014-12"
"7659014","30164722515000101000000000U8","CAFETERIA AMORESCAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","COVARRUBIAS","AVENIDA","INDEPENDENCIA ORIENTE","CALLE","5 DE MAYO","AVENIDA","INDEPENDENCIA ORIENTE",,"SN",,,,,"COLONIA","LOS CEDROS",,,,"91615","30","VERACRUZ DE IGNACIO DE LA LLAVE","164","Teocelo","0001","Teocelo","0061","021",,,,"Fijo","19.38631669","-96.9731682","2019-11"
"6987120","30010722515000401000000000U7","CAFETERIA ANDA LUZ",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","RAYON","CALLE","ALLENDE NORTE","CALLE","ARTEAGA","CALLE","RAYÓN","36",,,,"0",,"COLONIA","LA PALMA",,,,"93700","30","VERACRUZ DE IGNACIO DE LA LLAVE","010","Altotonga","0001","Altotonga","0116","022",,,,"Fijo","19.76544786","-97.24323614","2019-11"
"4261765","30023722515000011000000000U7","CAFETERIA ANDRADE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","HIDALGO","CALLE","LUIS GONZALEZ GUZMAN","CALLE","5 DE MAYO (CENTRAL)","CARRETERA","CARRETERA A TLAPACOYAN - PLAN DE ARROYOS","24",,,,,,"COLONIA","CENTRO",,,,"93695","30","VERACRUZ DE IGNACIO DE LA LLAVE","023","Atzalan","0054","Plan de Arroyos","0129","011",,,,"Fijo","19.89314884","-97.11072791","2014-12"
"6935397","30133722515000132000000000U8","CAFETERIA ANDREA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","AVENIDA","20 DE NOVIEMBRE","CALLE","HELIOTROPO","CALLE","GERANIO","CALLE","CEDRO",,"SN",,,,,"SECTOR","PASO CASA BLANCA",,,,"92035","30","VERACRUZ DE IGNACIO DE LA LLAVE","133","Pueblo Viejo","0002","Anáhuac","0120","025",,,,"Fijo","22.2050104","-97.85251438","2019-11"
"6999473","30009722515000091000000000U8","CAFETERIA ANTIGUO ALTO LUCERO",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","MIGUEL ALEMAN","CALLE","5 DE MAYO","AVENIDA","CONGRESO","CALLE","ISABEL LA CATÓLICA","0","SN",,,"0",,"COLONIA","CENTRO",,,,"91460","30","VERACRUZ DE IGNACIO DE LA LLAVE","009","Alto Lucero de Gutiérrez Barrios","0001","Alto Lucero","0168","009",,,,"Fijo","19.62347718","-96.73307031","2019-11"
"7198293","30118722515000931000000000U4","CAFETERIA AROMA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","AVENIDA","COLON PONIENTE","CALLE","NORTE 7","PRIVADA","SANTA ANITA","AVENIDA","PONIENTE 2",,"SN",,,,,"COLONIA","CENTRO",,,,"94300","30","VERACRUZ DE IGNACIO DE LA LLAVE","118","Orizaba","0001","Orizaba","0139","016","2721471003",,,"Fijo","18.84759707","-97.10817293","2019-11"
"7706319","30193722515004431000000000U4","CAFETERIA ASSIS",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","CAÑONERO TAMPICO","CALLE","GONZALEZ PAGES","AVENIDA","SALVADOR DIAZ MIRON","CALLE","18 DE MARZO","178",,,,"0",,"COLONIA","ZONA CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0241","023",,,,"Fijo","19.19241005","-96.13593997","2019-11"
"7749005","30126722515000051000000000U4","CAFETERIA AURORA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","NINGUNO","CALLE","GUADALUPE VICTORIA","AVENIDA","MIGUEL ALEMÁN",,"SN",,,,,"COLONIA","CENTRO",,,,"91670","30","VERACRUZ DE IGNACIO DE LA LLAVE","126","Paso de Ovejas","0001","Paso de Ovejas","015A","016",,,,"Fijo","19.28245977","-96.44026301","2019-11"
"8129486","30164722515000111000000000U7","CAFETERIA AVENZO COFEE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","5 DE MAYO","PRIVADA","5 DE MAYO","CALLE","COVARRUBIAS","CALLE","BELISARIO DOMÍNGUEZ","12","B",,,,,"COLONIA","LOS CEDROS",,,,"91615","30","VERACRUZ DE IGNACIO DE LA LLAVE","164","Teocelo","0001","Teocelo","0057","004",,"CAFETERIAAVENZOTEOCELO@GMAIL.COM",,"Fijo","19.38474901","-96.97389892","2019-11"
"7886726","30087722515003111000000000U7","CAFETERIA AYANAMI COLECCIONABLES",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","MARTIRES DE XALAPA","CALLE","JUAN RODRIGUEZ CLARA","CALLE","PAULINO MARTINEZ","CALLE","VENUSTIANO CARRANZA","17",,,,"0",,"COLONIA","VENUSTIANO CARRANZA",,,,"91080","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","0215","020",,"AYANAMIENLINEAXALAPA@GMAIL.COM",,"Fijo","19.5215559","-96.92546068","2019-11"
"4238069","30123722514000321011000000U1","CAFETERIA BACHILLERES DIURNA DE PANUCO",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","ZAPATA","BOULEVARD","SALVADOR DIAZ MIRON","CALLE","PONCIANO ARRIAGA","CALLE","FRANCISCO I. MADERO","0","SN",,,"0",,"COLONIA","REVOLUCION MEXICANA",,,,"93997","30","VERACRUZ DE IGNACIO DE LA LLAVE","123","Pánuco","0001","Pánuco","0711","014",,,,"Fijo","22.05423927","-98.18889965","2014-12"
"4325192","30207722513000171010000000U3","CAFETERIA BACHILLERES PATRIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","PAPALOAPAN","CALLE","INDEPENDENCIA PONIENTE","CALLE","CALLE DEL TRABAJO","CALLE","CLUB DE LEONES",,"SN",,,,,"COLONIA","NUEVO TRES VALLES",,,,"95300","30","VERACRUZ DE IGNACIO DE LA LLAVE","207","Tres Valles","0001","Tres Valles","0215","015",,,,"Fijo","18.24194028","-96.13945583","2014-12"
"7887435","30087722515003481000000000U4","CAFETERIA BACIO CAFFE","BB CAFE OPERADORA SA DE CV","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","JUAN DE LA LUZ ENRIQUEZ","CALLE","ROJAS","CALLE","REVOLUCION","CALLE","ROJAS",,"SN",,,,,"COLONIA","ZONA CENTRO",,,,"91000","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","015A","027",,"BBBACIOCENTRO@GMAIL.COM",,"Fijo","19.52728063","-96.92319261","2019-11"
"4482154","30087722110001322000000000U2","CAFETERIA BAR MEXICO",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","DR RAFAEL LUCIO","CALLE","JUAN DE LA LUZ ENRÍQUEZ","CALLE","ROA BÁRCENA","CALLE","ANTONIO M. DE RIVERA","2",,,,"0",,"COLONIA","CENTRO",,,,"91000","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","015A","025",,,,"Fijo","19.52751634","-96.92209607","2010-07"
"6969105","30109722515000361000000000U3","CAFETERIA BARRA DE CAFE SHANLU","CAFETERIA BARRA DE CAFE SHANLU ","722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","TERAN","CALLE","ALFONSO ARROYO FLORES","OTRO (ESPECIFIQUE)","NINGUNO","105",,,,"0",,"COLONIA","MISANTLA CENTRO",,,,"93820","30","VERACRUZ DE IGNACIO DE LA LLAVE","109","Misantla","0001","Misantla","0341","010",,,,"Fijo","19.93091461","-96.85055888","2019-11"
"8450780","30087722515004372000000000U4","CAFETERIA BARRA MIA",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","PASEO DE LOS ALPES","CERRADA","CERRADA DEL HIMALAYA","AVENIDA","ROCALLOSAS","PRIVADA","NINGUNO",,"SN",,,,,"RESIDENCIAL","INDUSTRIAL LINDA VISTA",,,,"91190","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","2207","037",,,,"Fijo","19.51832359","-96.87150031","2019-11"
"4251488","30124722515000113001000000U7","CAFETERIA BARTOLO",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","GUTIERREZ ZAMORA","CALLE","JUAN DE LA LUZ ENRIQUEZ","CALLE","LAZARO MUÑOZ","CALLE","PINO SUÁREZ","103",,,,,,"COLONIA","CENTRO",,,,"93400","30","VERACRUZ DE IGNACIO DE LA LLAVE","124","Papantla","0001","Papantla de Olarte","0244","012",,"CAFE_BARTOLO@HOTMAIL.COM",,"Fijo","20.44679508","-97.32158626","2014-12"
"4454603","30028722110000583001000000U4","CAFETERIA BECARI",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALZADA","COSTA VERDE","CALLE","MAR DEL NORTE","CALLE","MAR MEDITERRANEO","CALLE","COSTA DEL SOL","906","B",,,,,"FRACCIONAMIENTO","COSTA VERDE",,,,"94294","30","VERACRUZ DE IGNACIO DE LA LLAVE","028","Boca del Río","0037","Veracruz","0587","005",,"BECARI@PRODUCTOSBECARI.COM.MX",,"Fijo","19.16361865","-96.11656515","2010-07"
"4431708","30071722212000171000000000S2","CAFETERIA BELLUNESI",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","6 a 10 personas","CALLE","1 ORIENTE","CALLE","7 SUR","CALLE","5 SUR","AVENIDA","3 ORIENTE","518",,,,,,"COLONIA","CENTRO",,,,"94100","30","VERACRUZ DE IGNACIO DE LA LLAVE","071","Huatusco","0001","Huatusco de Chicuellar","0107","011",,,,"Fijo","19.14990653","-96.96111505","2010-07"
"8101406","30131722515001141000000000U2","CAFETERIA BERACA CAFE",,"722515","Cafeterías, fuentes de sodas, neverías, refresquerías y similares","0 a 5 personas","CALLE","DOCTORES","CALLE","2 DE ABRIL","CALLE","DOCTORES","CALLE","MÁRTIRES DE RÍO BLANCO","11",,,,,,"COLONIA","LAREDO",,,,"93260","30","VERACRUZ DE IGNACIO DE LA LLAVE","131","Poza Rica de Hidalgo","0001","Poza Rica de Hidalgo","0234","039","7821267089",,,"Fijo","20.52572237","-97.45643536","2019-11"
